                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.70344,                0.40721,                0.97309,                0.88013,                0.68977,                0.77892,                0.43784,                 1.3206,                0.67601,                 1.6248,              0.0013941,              0.0013941,              0.0013941
                    155,                0.67521,                0.38606,                0.97335,                0.85125,                0.66584,                0.74595,                0.42286,                 1.3228,                0.72469,                 1.5866,              0.0013902,              0.0013902,              0.0013902
                    156,                0.67372,                0.38507,                0.98935,                0.85598,                0.66201,                0.74471,                0.41957,                 1.3442,                0.70509,                 1.6229,              0.0013862,              0.0013862,              0.0013862
                    157,                0.66149,                0.38644,                0.99527,                0.86304,                0.66667,                0.75234,                0.42428,                 1.3313,                0.71946,                 1.5818,              0.0013822,              0.0013822,              0.0013822
                    158,                0.67603,                0.40207,                 0.9836,                0.83558,                0.68347,                0.76425,                0.42857,                 1.3088,                0.70929,                 1.5859,              0.0013783,              0.0013783,              0.0013783
                    159,                0.67403,                0.38298,                0.97668,                0.87846,                0.66792,                0.76691,                0.43543,                 1.3053,                0.68366,                 1.5827,              0.0013743,              0.0013743,              0.0013743
                    160,                0.66979,                0.38799,                0.98195,                0.85627,                0.68324,                 0.7586,                0.42553,                 1.3016,                0.68081,                 1.5859,              0.0013704,              0.0013704,              0.0013704
                    161,                0.66191,                0.40034,                 0.9849,                0.82788,                0.71535,                0.78445,                 0.4378,                 1.3125,                0.68918,                  1.604,              0.0013664,              0.0013664,              0.0013664
                    162,                0.65979,                0.38485,                0.97292,                0.86336,                0.67492,                0.75924,                0.43055,                 1.3073,                0.71005,                 1.6054,              0.0013624,              0.0013624,              0.0013624
                    163,                0.69418,                 0.3928,                0.97251,                0.85678,                0.69597,                0.77462,                0.44009,                 1.3108,                0.67687,                 1.6122,              0.0013585,              0.0013585,              0.0013585
                    164,                0.66796,                0.38322,                0.97352,                0.85633,                0.66419,                0.76403,                0.43321,                 1.3106,                0.68672,                 1.5971,              0.0013545,              0.0013545,              0.0013545
                    165,                0.65889,                0.37784,                0.97215,                0.83816,                0.67987,                0.76685,                0.43902,                 1.3234,                0.69442,                 1.6206,              0.0013506,              0.0013506,              0.0013506
                    166,                0.67351,                0.38523,                0.96183,                0.86332,                0.68789,                 0.7686,                0.43873,                 1.3189,                0.66234,                 1.6304,              0.0013466,              0.0013466,              0.0013466
                    167,                0.65562,                 0.3873,                0.98118,                0.86652,                0.67491,                0.75794,                0.43326,                 1.3168,                0.70028,                 1.6105,              0.0013426,              0.0013426,              0.0013426
                    168,                0.70378,                 0.3944,                0.96228,                0.84655,                0.68234,                0.77188,                0.44195,                 1.2953,                0.68827,                 1.5792,              0.0013387,              0.0013387,              0.0013387
                    169,                0.65284,                0.37619,                0.97061,                0.86929,                0.69059,                0.77947,                0.44475,                 1.2907,                0.68042,                 1.5799,              0.0013347,              0.0013347,              0.0013347
                    170,                0.68598,                0.39138,                0.97882,                0.87398,                0.68091,                0.77646,                0.44182,                 1.3076,                0.67834,                 1.5914,              0.0013308,              0.0013308,              0.0013308
                    171,                0.64587,                0.36757,                 0.9639,                0.87058,                0.66584,                0.75466,                0.43361,                 1.3008,                0.71586,                 1.5829,              0.0013268,              0.0013268,              0.0013268
                    172,                0.63299,                0.37079,                0.97573,                0.85142,                0.69977,                0.76849,                0.43228,                 1.3157,                0.68525,                 1.6065,              0.0013228,              0.0013228,              0.0013228
                    173,                0.63275,                0.37415,                0.96608,                0.88022,                0.68317,                0.76335,                0.43068,                 1.3201,                0.68092,                 1.6297,              0.0013189,              0.0013189,              0.0013189
                    174,                0.63557,                0.37325,                0.97239,                0.84417,                0.68386,                0.75054,                0.43193,                 1.3037,                0.68583,                 1.6117,              0.0013149,              0.0013149,              0.0013149
                    175,                0.63519,                0.36739,                0.96559,                0.86685,                0.67681,                0.76753,                0.43956,                 1.3107,                0.70733,                 1.6067,               0.001311,               0.001311,               0.001311
                    176,                0.64121,                0.37286,                0.96778,                 0.8652,                0.69376,                0.77857,                  0.445,                 1.3141,                0.68757,                 1.6039,               0.001307,               0.001307,               0.001307
                    177,                0.63635,                0.36823,                0.95956,                0.86833,                0.67657,                0.76086,                0.43306,                 1.3073,                0.69704,                 1.5991,               0.001303,               0.001303,               0.001303
                    178,                0.64947,                0.36762,                0.95959,                0.84251,                0.67657,                0.74247,                0.42578,                 1.3183,                0.74125,                 1.6121,              0.0012991,              0.0012991,              0.0012991
                    179,                0.62883,                 0.3689,                0.95609,                0.86269,                0.67388,                0.76431,                 0.4344,                 1.3183,                0.70348,                 1.6347,              0.0012951,              0.0012951,              0.0012951
                    180,                0.65931,                 0.3787,                0.96543,                0.85998,                0.69427,                0.77946,                  0.446,                 1.3027,                 0.6803,                 1.6076,              0.0012912,              0.0012912,              0.0012912
                    181,                0.60662,                0.34914,                0.94838,                0.85668,                0.67492,                0.76174,                 0.4415,                 1.2895,                0.71418,                 1.5992,              0.0012872,              0.0012872,              0.0012872
                    182,                0.63645,                0.36845,                0.97123,                0.86008,                0.64109,                0.74564,                0.43446,                 1.3129,                0.73214,                 1.6275,              0.0012832,              0.0012832,              0.0012832
                    183,                0.63562,                0.37204,                0.95215,                0.84132,                0.68729,                0.75144,                0.43366,                 1.3071,                0.70034,                 1.6039,              0.0012793,              0.0012793,              0.0012793
                    184,                0.63326,                0.36826,                0.96354,                0.86389,                 0.7005,                0.78194,                0.45582,                 1.2755,                0.67601,                 1.5816,              0.0012753,              0.0012753,              0.0012753
                    185,                0.65619,                0.38294,                0.96184,                0.86386,                0.69967,                0.77395,                0.43998,                 1.2996,                0.66426,                 1.5936,              0.0012714,              0.0012714,              0.0012714
                    186,                0.60857,                0.35481,                0.94993,                0.87993,                0.64702,                 0.7412,                0.42393,                 1.3175,                0.73602,                 1.6112,              0.0012674,              0.0012674,              0.0012674
                    187,                0.65955,                0.37977,                0.95116,                0.86341,                0.68234,                0.76271,                0.43273,                 1.3089,                0.69917,                 1.6047,              0.0012634,              0.0012634,              0.0012634
                    188,                0.62874,                0.36652,                0.96832,                0.85905,                0.69901,                0.77272,                0.44075,                 1.3136,                 0.6964,                 1.6078,              0.0012595,              0.0012595,              0.0012595
                    189,                0.64796,                0.36663,                0.94357,                0.85258,                0.69637,                0.77776,                0.44866,                 1.3027,                0.69421,                 1.6212,              0.0012555,              0.0012555,              0.0012555
                    190,                0.64787,                0.38621,                0.98301,                0.86822,                0.67409,                0.76723,                0.44498,                 1.2999,                0.70731,                 1.6274,              0.0012516,              0.0012516,              0.0012516
                    191,                0.64009,                0.36619,                0.94899,                0.84629,                0.69505,                0.77288,                0.44501,                 1.2971,                0.68145,                 1.6088,              0.0012476,              0.0012476,              0.0012476
                    192,                0.62944,                  0.366,                 0.9691,                0.86011,                0.69307,                0.76676,                0.43976,                  1.308,                0.68491,                  1.605,              0.0012436,              0.0012436,              0.0012436
                    193,                0.62987,                0.36694,                0.95653,                0.85935,                0.69142,                 0.7677,                0.44174,                 1.2965,                0.67041,                 1.6111,              0.0012397,              0.0012397,              0.0012397
                    194,                 0.6351,                 0.3622,                 0.9694,                 0.8607,                0.68315,                0.77088,                0.44618,                 1.2956,                0.66402,                 1.5969,              0.0012357,              0.0012357,              0.0012357
                    195,                0.64202,                0.36736,                0.96574,                0.87083,                0.66832,                0.77008,                0.43992,                 1.3163,                0.70431,                 1.5992,              0.0012318,              0.0012318,              0.0012318
                    196,                0.64611,                0.37176,                0.96424,                0.85714,                0.68314,                0.77059,                0.44841,                 1.3054,                0.70746,                  1.596,              0.0012278,              0.0012278,              0.0012278
                    197,                0.63544,                 0.3743,                0.95229,                  0.874,                0.68681,                0.77333,                 0.4389,                 1.2959,                0.66449,                 1.5859,              0.0012238,              0.0012238,              0.0012238
                    198,                 0.6083,                0.35727,                0.96299,                0.85027,                0.67937,                0.75625,                0.43606,                 1.3093,                0.68732,                 1.6072,              0.0012199,              0.0012199,              0.0012199
                    199,                0.63007,                0.36307,                0.94614,                0.85925,                0.65984,                0.75877,                0.43927,                 1.2948,                0.70009,                 1.5882,              0.0012159,              0.0012159,              0.0012159
                    200,                0.59315,                0.35497,                0.94503,                0.81938,                0.71535,                0.77591,                0.44152,                 1.3075,                0.66012,                 1.6208,               0.001212,               0.001212,               0.001212
                    201,                0.62549,                0.36461,                0.95763,                0.86291,                0.67574,                0.75876,                 0.4346,                 1.2897,                0.69309,                 1.5935,               0.001208,               0.001208,               0.001208
                    202,                0.60516,                0.35596,                0.95487,                0.85264,                0.65884,                 0.7549,                0.43602,                 1.2818,                0.71594,                 1.5805,               0.001204,               0.001204,               0.001204
                    203,                0.63408,                0.36558,                0.95228,                0.83973,                0.69601,                0.77093,                0.44884,                 1.2788,                0.66705,                 1.5625,              0.0012001,              0.0012001,              0.0012001
                    204,                0.62822,                 0.3617,                0.94273,                0.88004,                 0.6719,                0.76419,                0.44465,                 1.2652,                0.66216,                 1.5747,              0.0011961,              0.0011961,              0.0011961
                    205,                0.61932,                0.36302,                0.95086,                0.87499,                0.65256,                0.75476,                0.44067,                 1.2841,                0.70251,                 1.5656,              0.0011922,              0.0011922,              0.0011922
                    206,                0.62597,                0.36396,                0.94116,                0.86253,                0.66997,                0.75929,                0.43676,                 1.2784,                0.69699,                 1.5729,              0.0011882,              0.0011882,              0.0011882
                    207,                0.63801,                0.36499,                0.95054,                0.85018,                0.70699,                0.78626,                0.45021,                 1.2945,                0.68025,                 1.5862,              0.0011842,              0.0011842,              0.0011842
                    208,                0.60615,                0.35609,                0.94113,                0.85299,                0.66584,                0.75871,                0.44153,                   1.29,                0.70272,                 1.5937,              0.0011803,              0.0011803,              0.0011803
                    209,                0.61127,                 0.3491,                0.93357,                  0.855,                0.68113,                 0.7606,                0.44468,                 1.2871,                0.72986,                 1.5853,              0.0011763,              0.0011763,              0.0011763
                    210,                0.60114,                0.34478,                0.92915,                 0.8877,                0.66254,                0.76521,                0.44765,                 1.2774,                0.68652,                 1.6039,              0.0011724,              0.0011724,              0.0011724
                    211,                0.58969,                0.34354,                0.94258,                0.85714,                0.67325,                0.75117,                0.44111,                 1.2868,                0.74278,                 1.5998,              0.0011684,              0.0011684,              0.0011684
                    212,                0.60228,                0.35189,                0.94954,                0.86383,                0.69093,                0.76812,                0.44699,                 1.2776,                0.69391,                 1.5698,              0.0011644,              0.0011644,              0.0011644
                    213,                0.60159,                0.35859,                0.95353,                0.87855,                0.66845,                0.76769,                0.44577,                 1.2922,                0.70679,                 1.6039,              0.0011605,              0.0011605,              0.0011605
                    214,                0.62432,                0.35657,                0.94736,                0.87395,                0.66932,                0.75742,                0.43645,                 1.2904,                0.70597,                 1.6008,              0.0011565,              0.0011565,              0.0011565
                    215,                0.60926,                0.35887,                0.95396,                0.85322,                0.68584,                0.76404,                0.44529,                 1.2869,                0.71009,                 1.5867,              0.0011526,              0.0011526,              0.0011526
                    216,                0.59426,                0.34951,                0.94423,                 0.8462,                0.68894,                0.76787,                0.44865,                 1.2752,                0.71566,                 1.5815,              0.0011486,              0.0011486,              0.0011486
                    217,                0.63087,                0.36666,                 0.9527,                0.86978,                0.65017,                0.75141,                0.44115,                 1.2619,                0.72742,                 1.5738,              0.0011446,              0.0011446,              0.0011446
                    218,                0.59585,                0.34369,                0.93231,                0.86153,                0.67409,                0.76408,                0.43483,                 1.2767,                0.68868,                 1.5877,              0.0011407,              0.0011407,              0.0011407
                    219,                0.60288,                0.34838,                0.94385,                0.85534,                0.66089,                0.74537,                0.43967,                  1.269,                0.72435,                 1.5648,              0.0011367,              0.0011367,              0.0011367
                    220,                0.60083,                0.35065,                0.93879,                0.87773,                0.65512,                0.74097,                0.43806,                 1.2704,                0.72863,                 1.5829,              0.0011328,              0.0011328,              0.0011328
                    221,                0.63043,                0.36232,                0.93353,                0.87353,                0.65594,                0.74821,                0.44165,                 1.2785,                0.70237,                 1.6002,              0.0011288,              0.0011288,              0.0011288
                    222,                0.58521,                0.34504,                0.94398,                0.88994,                0.63531,                0.75382,                 0.4453,                 1.2842,                0.74679,                 1.5921,              0.0011248,              0.0011248,              0.0011248
                    223,                0.59858,                0.35114,                0.94113,                0.84161,                0.66502,                0.75165,                0.43803,                 1.2853,                0.70623,                 1.5947,              0.0011209,              0.0011209,              0.0011209
                    224,                0.57517,                0.33773,                0.92737,                0.86269,                0.66172,                0.75785,                0.44219,                 1.2791,                0.68536,                 1.5857,              0.0011169,              0.0011169,              0.0011169
                    225,                0.57924,                0.34437,                0.94799,                0.87918,                0.65441,                0.75636,                0.44298,                 1.2822,                0.69927,                 1.5889,               0.001113,               0.001113,               0.001113
                    226,                0.57778,                0.34843,                0.94391,                0.85661,                0.65099,                0.74554,                 0.4372,                 1.2755,                0.70365,                 1.5972,               0.001109,               0.001109,               0.001109
                    227,                0.62712,                0.36232,                0.95072,                0.84773,                0.67492,                0.75357,                0.44281,                 1.2555,                0.69843,                 1.5695,               0.001105,               0.001105,               0.001105
                    228,                 0.6149,                0.36715,                0.95994,                0.87216,                0.67162,                0.77078,                0.45191,                 1.2506,                0.67409,                 1.5611,              0.0011011,              0.0011011,              0.0011011
                    229,                0.57814,                0.34417,                 0.9375,                 0.8502,                0.69637,                0.77587,                0.45088,                 1.2442,                0.66414,                 1.5514,              0.0010971,              0.0010971,              0.0010971
                    230,                0.57155,                0.34302,                0.93441,                0.87207,                0.68053,                0.77286,                0.44777,                 1.2637,                0.67714,                 1.5706,              0.0010932,              0.0010932,              0.0010932
                    231,                0.57938,                0.34279,                0.94625,                0.84614,                0.68317,                0.77212,                0.45999,                  1.254,                0.66896,                 1.5702,              0.0010892,              0.0010892,              0.0010892
                    232,                0.59217,                0.35426,                0.94931,                0.84753,                0.68894,                0.76706,                0.44932,                 1.2655,                0.67364,                 1.5646,              0.0010852,              0.0010852,              0.0010852
                    233,                0.58697,                0.34517,                0.93813,                0.84216,                0.69995,                0.76469,                0.44481,                 1.2774,                 0.6837,                 1.5841,              0.0010813,              0.0010813,              0.0010813
                    234,                 0.5931,                0.34436,                0.94491,                0.87175,                0.67301,                0.76376,                0.44354,                 1.2753,                0.68761,                 1.5998,              0.0010773,              0.0010773,              0.0010773
                    235,                0.57501,                0.33925,                0.93586,                0.90206,                0.65842,                 0.7632,                0.44443,                 1.2746,                0.67176,                 1.5861,              0.0010734,              0.0010734,              0.0010734
                    236,                0.57609,                 0.3386,                0.94461,                0.86202,                0.67822,                 0.7538,                0.43631,                 1.2986,                0.67177,                 1.6025,              0.0010694,              0.0010694,              0.0010694
                    237,                0.60374,                 0.3544,                0.94711,                0.85356,                0.68288,                 0.7607,                0.44256,                 1.2723,                0.66564,                 1.5895,              0.0010654,              0.0010654,              0.0010654
                    238,                0.58344,                0.34054,                 0.9381,                0.85246,                0.68317,                0.75971,                 0.4516,                 1.2596,                0.70625,                 1.5788,              0.0010615,              0.0010615,              0.0010615
                    239,                0.57361,                0.33548,                0.93256,                0.84553,                0.68647,                0.77219,                0.45619,                 1.2642,                0.67523,                  1.586,              0.0010575,              0.0010575,              0.0010575
                    240,                0.57366,                0.33662,                0.94351,                0.86555,                 0.6905,                0.77471,                0.44917,                   1.27,                0.67315,                 1.5759,              0.0010536,              0.0010536,              0.0010536
                    241,                0.57075,                0.33532,                 0.9372,                0.86111,                0.68317,                0.77093,                0.45018,                 1.2729,                0.68668,                 1.5679,              0.0010496,              0.0010496,              0.0010496
                    242,                0.59585,                0.35325,                0.94294,                0.88549,                0.66172,                0.75782,                0.44921,                 1.2829,                0.70361,                 1.5943,              0.0010456,              0.0010456,              0.0010456
                    243,                0.57388,                0.34383,                0.94111,                0.85159,                0.68152,                0.76577,                 0.4483,                 1.2811,                0.71335,                   1.61,              0.0010417,              0.0010417,              0.0010417
                    244,                 0.5764,                0.34045,                0.93319,                0.85097,                0.68977,                0.77306,                0.45291,                  1.272,                0.69632,                 1.5872,              0.0010377,              0.0010377,              0.0010377
                    245,                0.58681,                0.35519,                0.93802,                0.87483,                0.67468,                 0.7691,                0.45311,                 1.2566,                0.68236,                 1.5666,              0.0010338,              0.0010338,              0.0010338
                    246,                0.56412,                0.32784,                0.92187,                0.88141,                0.67822,                0.76968,                0.45203,                 1.2656,                0.70259,                 1.6019,              0.0010298,              0.0010298,              0.0010298
                    247,                0.57634,                0.33893,                0.94675,                0.88322,                 0.6802,                0.77746,                0.45864,                 1.2584,                0.67832,                 1.5797,              0.0010258,              0.0010258,              0.0010258
                    248,                0.56902,                0.33811,                0.93166,                0.88393,                0.66832,                0.77021,                0.45213,                 1.2675,                0.69366,                 1.6132,              0.0010219,              0.0010219,              0.0010219
                    249,                0.55252,                0.33007,                0.93157,                0.86013,                0.66466,                0.76619,                0.45507,                 1.2543,                0.69414,                 1.5771,              0.0010179,              0.0010179,              0.0010179
                    250,                0.58126,                0.34039,                0.92531,                0.86921,                0.67739,                 0.7568,                0.44869,                 1.2546,                 0.6856,                 1.5852,               0.001014,               0.001014,               0.001014
                    251,                0.58513,                0.35057,                0.93589,                0.88123,                0.66997,                0.76703,                0.45075,                 1.2612,                0.67908,                 1.5765,                0.00101,                0.00101,                0.00101
                    252,                0.56404,                0.33172,                0.92102,                0.86076,                0.67574,                0.75936,                0.44977,                 1.2527,                0.69129,                 1.5721,               0.001006,               0.001006,               0.001006
                    253,                0.58752,                0.33988,                0.91741,                0.85109,                0.68977,                0.76723,                0.45653,                 1.2622,                0.68556,                 1.5965,              0.0010021,              0.0010021,              0.0010021
                    254,                0.55133,                0.32187,                0.93158,                0.87767,                0.67327,                0.77125,                0.45499,                 1.2732,                0.65953,                 1.5999,             0.00099812,             0.00099812,             0.00099812
                    255,                0.55117,                 0.3276,                0.92416,                 0.8726,                0.68377,                0.78352,                0.45824,                 1.2629,                0.66514,                 1.5795,             0.00099416,             0.00099416,             0.00099416
                    256,                0.58688,                0.34357,                0.92404,                0.87007,                0.67162,                0.76734,                0.44784,                  1.258,                0.67732,                 1.5755,              0.0009902,              0.0009902,              0.0009902
                    257,                0.56049,                0.33252,                0.92406,                0.85532,                0.68482,                0.76744,                0.45239,                 1.2456,                0.68276,                 1.5662,             0.00098624,             0.00098624,             0.00098624
                    258,                0.56921,                0.33424,                  0.928,                0.86109,                0.69059,                0.77583,                0.45563,                   1.26,                0.68239,                 1.5989,             0.00098228,             0.00098228,             0.00098228
                    259,                0.55952,                0.32479,                0.92438,                0.88505,                0.66667,                0.76419,                0.45041,                 1.2673,                0.70555,                 1.5957,             0.00097832,             0.00097832,             0.00097832
                    260,                 0.5756,                 0.3322,                0.92982,                0.87493,                0.66254,                0.75612,                0.44339,                 1.2761,                0.71357,                 1.6117,             0.00097436,             0.00097436,             0.00097436
                    261,                0.55486,                0.32835,                0.92847,                0.86168,                0.67335,                0.75482,                0.44537,                 1.2572,                0.70096,                 1.5976,              0.0009704,              0.0009704,              0.0009704
                    262,                0.57256,                0.34085,                0.92773,                0.87375,                0.66832,                0.76574,                0.44577,                 1.2599,                0.67134,                 1.5891,             0.00096644,             0.00096644,             0.00096644
                    263,                0.56558,                 0.3286,                 0.9196,                0.85893,                0.68323,                0.77989,                0.45967,                  1.249,                 0.6696,                 1.5837,             0.00096248,             0.00096248,             0.00096248
                    264,                0.56661,                0.33991,                0.92947,                0.84895,                0.69307,                0.77235,                0.45584,                 1.2428,                0.66509,                 1.5849,             0.00095852,             0.00095852,             0.00095852
                    265,                0.55722,                0.32876,                0.92115,                0.83299,                0.68482,                0.75725,                0.44079,                 1.2578,                0.68328,                 1.5891,             0.00095456,             0.00095456,             0.00095456
                    266,                0.54119,                0.32255,                0.92069,                0.89132,                0.66914,                0.76575,                0.44955,                 1.2567,                0.66523,                 1.5876,              0.0009506,              0.0009506,              0.0009506
                    267,                 0.5585,                0.32919,                0.92016,                0.86394,                0.66914,                 0.7574,                0.45257,                 1.2429,                0.69206,                 1.5851,             0.00094664,             0.00094664,             0.00094664
                    268,                0.55952,                 0.3185,                0.91481,                0.84805,                0.68612,                0.76114,                0.45838,                  1.247,                0.68885,                  1.575,             0.00094268,             0.00094268,             0.00094268
                    269,                0.53509,                0.31985,                0.91978,                0.88225,                0.67386,                 0.7569,                0.44599,                 1.2495,                0.68802,                 1.5845,             0.00093872,             0.00093872,             0.00093872
                    270,                0.57754,                0.32699,                0.91303,                0.86342,                0.66584,                0.75424,                0.44437,                 1.2648,                0.70302,                 1.5895,             0.00093476,             0.00093476,             0.00093476
                    271,                0.55557,                0.32457,                0.91862,                0.87997,                0.67244,                0.76251,                0.45179,                 1.2556,                0.69317,                 1.5809,              0.0009308,              0.0009308,              0.0009308
                    272,                 0.5578,                0.32618,                0.91941,                0.88856,                0.68418,                0.77183,                0.44647,                 1.2736,                0.69079,                 1.6098,             0.00092684,             0.00092684,             0.00092684
                    273,                0.55399,                0.33095,                0.91483,                0.88182,                0.68812,                0.77792,                0.46018,                 1.2582,                0.65504,                 1.6071,             0.00092288,             0.00092288,             0.00092288
                    274,                0.54389,                0.31969,                0.91548,                0.85529,                0.69735,                0.77755,                0.45984,                 1.2614,                0.66675,                 1.5993,             0.00091892,             0.00091892,             0.00091892
                    275,                0.52952,                0.31289,                0.91424,                0.88357,                0.67079,                0.76658,                0.44931,                 1.2717,                0.69412,                  1.606,             0.00091496,             0.00091496,             0.00091496
                    276,                0.54837,                0.32666,                0.93268,                0.85622,                0.68152,                0.76334,                0.44868,                  1.286,                0.69263,                 1.6187,               0.000911,               0.000911,               0.000911
                    277,                0.57346,                0.33178,                0.91357,                0.86563,                 0.7016,                0.77601,                0.45091,                 1.2777,                0.68628,                  1.595,             0.00090704,             0.00090704,             0.00090704
                    278,                0.52669,                0.31997,                0.91426,                0.88475,                0.68069,                0.77171,                0.45448,                  1.263,                0.66705,                 1.5881,             0.00090308,             0.00090308,             0.00090308
                    279,                0.53029,                 0.3145,                0.91492,                0.87907,                0.67574,                0.76447,                0.44956,                 1.2578,                0.68142,                 1.5864,             0.00089912,             0.00089912,             0.00089912
                    280,                0.52337,                0.31536,                0.92363,                0.89021,                0.66233,                0.76242,                0.45438,                  1.246,                0.69013,                 1.5946,             0.00089516,             0.00089516,             0.00089516
                    281,                0.54863,                 0.3277,                0.92199,                0.87062,                0.68291,                0.77144,                0.45883,                 1.2435,                0.67206,                 1.5795,              0.0008912,              0.0008912,              0.0008912
                    282,                0.51173,                0.31086,                0.91643,                  0.856,                0.69647,                0.77005,                0.45464,                 1.2508,                 0.6687,                 1.6079,             0.00088724,             0.00088724,             0.00088724
                    283,                0.56097,                0.32944,                0.92211,                0.87076,                0.68399,                0.76644,                 0.4566,                 1.2299,                0.68388,                 1.5721,             0.00088328,             0.00088328,             0.00088328
                    284,                0.54401,                0.31888,                0.91629,                0.85689,                0.68647,                0.76748,                0.45403,                 1.2301,                0.68232,                 1.5697,             0.00087932,             0.00087932,             0.00087932
                    285,                0.53579,                0.31494,                0.91859,                0.84522,                0.69472,                0.76933,                0.45918,                  1.245,                0.68466,                 1.5842,             0.00087536,             0.00087536,             0.00087536
                    286,                0.53314,                0.31783,                 0.9097,                0.83714,                 0.7005,                0.77176,                0.45797,                 1.2613,                0.68619,                 1.6086,              0.0008714,              0.0008714,              0.0008714
                    287,                0.56576,                0.33201,                 0.9277,                0.86313,                0.68163,                0.77216,                0.45963,                 1.2509,                0.69366,                 1.5745,             0.00086744,             0.00086744,             0.00086744
                    288,                0.51106,                0.30676,                0.90589,                0.86695,                0.66667,                0.76865,                0.45751,                 1.2577,                0.70086,                 1.5965,             0.00086348,             0.00086348,             0.00086348
                    289,                0.53231,                0.31358,                 0.9024,                0.87624,                0.66007,                0.77501,                0.46395,                  1.245,                0.71186,                 1.5864,             0.00085952,             0.00085952,             0.00085952
                    290,                0.52873,                0.31125,                0.91212,                 0.8622,                0.66596,                0.76373,                0.45266,                 1.2427,                0.68719,                 1.5897,             0.00085556,             0.00085556,             0.00085556
                    291,                0.52125,                0.31025,                0.90244,                0.84889,                0.67574,                0.76116,                0.44798,                 1.2408,                0.67895,                 1.5875,              0.0008516,              0.0008516,              0.0008516
                    292,                0.55269,                0.32067,                0.91414,                0.88606,                0.65429,                0.76851,                0.45815,                 1.2401,                0.67721,                 1.5813,             0.00084764,             0.00084764,             0.00084764
                    293,                0.51338,                0.31209,                0.92019,                0.86322,                0.67693,                 0.7682,                0.45424,                 1.2463,                0.68177,                 1.5795,             0.00084368,             0.00084368,             0.00084368
                    294,                0.53515,                0.32016,                0.91441,                0.85551,                0.66925,                0.75441,                0.45165,                 1.2381,                0.69195,                 1.5763,             0.00083972,             0.00083972,             0.00083972
                    295,                0.51981,                0.31049,                0.90783,                0.86673,                0.66667,                0.75777,                0.45093,                 1.2283,                0.69541,                 1.5537,             0.00083576,             0.00083576,             0.00083576
                    296,                0.52046,                0.31562,                0.91084,                0.87304,                0.65813,                0.75823,                0.45029,                 1.2326,                0.67427,                 1.5779,              0.0008318,              0.0008318,              0.0008318
                    297,                0.50582,                0.31018,                0.91635,                0.86408,                0.68234,                0.77156,                0.45792,                 1.2344,                0.67557,                 1.5933,             0.00082784,             0.00082784,             0.00082784
                    298,                0.53104,                0.31108,                0.91228,                0.87342,                0.67739,                0.77234,                0.45622,                 1.2306,                0.67938,                 1.5819,             0.00082388,             0.00082388,             0.00082388
                    299,                0.55048,                0.31413,                0.90509,                0.86326,                0.67739,                0.77218,                0.45753,                 1.2327,                0.68336,                 1.5789,             0.00081992,             0.00081992,             0.00081992
                    300,                0.52371,                 0.3091,                0.90424,                0.82615,                0.69802,                0.76581,                0.45664,                 1.2287,                0.68399,                 1.5698,             0.00081596,             0.00081596,             0.00081596
                    301,                 0.5237,                0.30709,                0.90671,                0.86373,                0.67822,                0.76416,                0.45672,                  1.231,                0.67641,                 1.5761,               0.000812,               0.000812,               0.000812
                    302,                0.52351,                 0.3245,                0.92951,                0.86297,                0.68152,                0.76815,                0.45331,                 1.2422,                0.68028,                 1.5782,             0.00080804,             0.00080804,             0.00080804
                    303,                0.50208,                0.30436,                0.90975,                0.84861,                0.67525,                 0.7587,                0.45057,                 1.2495,                0.68991,                 1.5875,             0.00080408,             0.00080408,             0.00080408
                    304,                0.51923,                0.30816,                0.91194,                0.84934,                0.67574,                0.76144,                0.45258,                 1.2459,                0.69473,                 1.5839,             0.00080012,             0.00080012,             0.00080012
                    305,                0.51826,                0.30425,                0.90692,                0.88043,                0.65006,                0.75555,                 0.4536,                  1.236,                0.72012,                 1.5783,             0.00079616,             0.00079616,             0.00079616
                    306,                0.53329,                0.31349,                0.91078,                0.86325,                0.67987,                0.77296,                0.45968,                 1.2398,                0.67585,                  1.582,              0.0007922,              0.0007922,              0.0007922
                    307,                0.50445,                0.30524,                0.90641,                0.87132,                0.66584,                0.76415,                0.45795,                 1.2333,                0.68501,                  1.563,             0.00078824,             0.00078824,             0.00078824
                    308,                 0.5138,                0.31064,                0.90989,                0.86277,                0.67437,                0.77033,                0.45633,                 1.2369,                0.67583,                 1.5665,             0.00078428,             0.00078428,             0.00078428
                    309,                0.49901,                0.30268,                0.91026,                0.87067,                0.66419,                0.76026,                0.45113,                 1.2393,                0.65676,                 1.5749,             0.00078032,             0.00078032,             0.00078032
                    310,                0.52883,                0.30794,                0.91124,                0.88404,                0.65512,                0.76378,                0.45457,                 1.2358,                0.67478,                 1.5758,             0.00077636,             0.00077636,             0.00077636
                    311,                0.51643,                0.29819,                0.90297,                0.87698,                0.66832,                0.76549,                0.45881,                 1.2354,                0.65844,                 1.5881,              0.0007724,              0.0007724,              0.0007724
                    312,                0.53363,                0.31202,                0.90809,                0.88543,                0.65924,                0.76203,                0.45726,                 1.2332,                0.66776,                 1.5732,             0.00076844,             0.00076844,             0.00076844
